,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
1266,Looking to hear from other #SocialWork educators who are engaging in reflective &amp; reflexive practice around their o� https://t.co/GglVjYx5QU,Looking to hear from other SocialWork educators who are engaging in reflective amp reflexive practice around their o� httpstcoGglVjYxQU,"['looking', 'to', 'hear', 'from', 'other', 'socialwork', 'educators', 'who', 'are', 'engaging', 'in', 'reflective', 'amp', 'reflexive', 'practice', 'around', 'their', 'o', 'httpstcogglvjyxqu']","['looking', 'hear', 'socialwork', 'educators', 'engaging', 'reflective', 'amp', 'reflexive', 'practice', 'around', 'httpstcogglvjyxqu']","['look', 'hear', 'socialwork', 'educ', 'engag', 'reflect', 'amp', 'reflex', 'practic', 'around', 'httpstcogglvjyxqu']","['looking', 'hear', 'socialwork', 'educator', 'engaging', 'reflective', 'amp', 'reflexive', 'practice', 'around', 'httpstcogglvjyxqu']"
1267,A great place to work and make an impact! #socialwork #childwelfare #probation #training https://t.co/vrbbdXWKft,A great place to work and make an impact socialwork childwelfare probation training httpstcovrbbdXWKft,"['a', 'great', 'place', 'to', 'work', 'and', 'make', 'an', 'impact', 'socialwork', 'childwelfare', 'probation', 'training', 'httpstcovrbbdxwkft']","['great', 'place', 'work', 'make', 'impact', 'socialwork', 'childwelfare', 'probation', 'training', 'httpstcovrbbdxwkft']","['great', 'place', 'work', 'make', 'impact', 'socialwork', 'childwelfar', 'probat', 'train', 'httpstcovrbbdxwkft']","['great', 'place', 'work', 'make', 'impact', 'socialwork', 'childwelfare', 'probation', 'training', 'httpstcovrbbdxwkft']"
1268,"The right use of food can end hunger<U+263A><U+FE0F>

#ngo #charity #nonprofit #education #donate #volunteer #india #love #help� https://t.co/RPTg8zmpri","The right use of food can end hungerUAUFEF

ngo charity nonprofit education donate volunteer india love help� httpstcoRPTgzmpri","['the', 'right', 'use', 'of', 'food', 'can', 'end', 'hungeruaufef', 'ngo', 'charity', 'nonprofit', 'education', 'donate', 'volunteer', 'india', 'love', 'help', 'httpstcorptgzmpri']","['right', 'use', 'food', 'end', 'hungeruaufef', 'ngo', 'charity', 'nonprofit', 'education', 'donate', 'volunteer', 'india', 'love', 'help', 'httpstcorptgzmpri']","['right', 'use', 'food', 'end', 'hungeruaufef', 'ngo', 'chariti', 'nonprofit', 'educ', 'donat', 'volunt', 'india', 'love', 'help', 'httpstcorptgzmpri']","['right', 'use', 'food', 'end', 'hungeruaufef', 'ngo', 'charity', 'nonprofit', 'education', 'donate', 'volunteer', 'india', 'love', 'help', 'httpstcorptgzmpri']"
1269,"We have #opportunities for  assessment #socialworkers in #northyorkshire paying �40 per hour

Call or message me fo� https://t.co/Rwx3Ev14Sj","We have opportunities for  assessment socialworkers in northyorkshire paying � per hour

Call or message me fo� httpstcoRwxEvSj","['we', 'have', 'opportunities', 'for', 'assessment', 'socialworkers', 'in', 'northyorkshire', 'paying', 'per', 'hour', 'call', 'or', 'message', 'me', 'fo', 'httpstcorwxevsj']","['opportunities', 'assessment', 'socialworkers', 'northyorkshire', 'paying', 'per', 'hour', 'call', 'message', 'fo', 'httpstcorwxevsj']","['opportun', 'assess', 'socialwork', 'northyorkshir', 'pay', 'per', 'hour', 'call', 'messag', 'fo', 'httpstcorwxevsj']","['opportunity', 'assessment', 'socialworkers', 'northyorkshire', 'paying', 'per', 'hour', 'call', 'message', 'fo', 'httpstcorwxevsj']"
1270,#InternationalLiteracyDay2021 will explore how literacy can contribute to building a solid foundation for a human-c� https://t.co/3yGnRPmA2u,InternationalLiteracyDay will explore how literacy can contribute to building a solid foundation for a humanc� httpstcoyGnRPmAu,"['internationalliteracyday', 'will', 'explore', 'how', 'literacy', 'can', 'contribute', 'to', 'building', 'a', 'solid', 'foundation', 'for', 'a', 'humanc', 'httpstcoygnrpmau']","['internationalliteracyday', 'explore', 'literacy', 'contribute', 'building', 'solid', 'foundation', 'humanc', 'httpstcoygnrpmau']","['internationalliteracyday', 'explor', 'literaci', 'contribut', 'build', 'solid', 'foundat', 'humanc', 'httpstcoygnrpmau']","['internationalliteracyday', 'explore', 'literacy', 'contribute', 'building', 'solid', 'foundation', 'humanc', 'httpstcoygnrpmau']"
1271,"With our new approach to workforce development and aims to work more closely with our communities, now is a great t� https://t.co/IRLqg2VUK8",With our new approach to workforce development and aims to work more closely with our communities now is a great t� httpstcoIRLqgVUK,"['with', 'our', 'new', 'approach', 'to', 'workforce', 'development', 'and', 'aims', 'to', 'work', 'more', 'closely', 'with', 'our', 'communities', 'now', 'is', 'a', 'great', 't', 'httpstcoirlqgvuk']","['new', 'approach', 'workforce', 'development', 'aims', 'work', 'closely', 'communities', 'great', 'httpstcoirlqgvuk']","['new', 'approach', 'workforc', 'develop', 'aim', 'work', 'close', 'commun', 'great', 'httpstcoirlqgvuk']","['new', 'approach', 'workforce', 'development', 'aim', 'work', 'closely', 'community', 'great', 'httpstcoirlqgvuk']"
1272,#twm #blindriver #scripture #church #youthcenter #thewell #thewellministries #quote #charity #socialwork� https://t.co/z7htZGpuDW,twm blindriver scripture church youthcenter thewell thewellministries quote charity socialwork� httpstcozhtZGpuDW,"['twm', 'blindriver', 'scripture', 'church', 'youthcenter', 'thewell', 'thewellministries', 'quote', 'charity', 'socialwork', 'httpstcozhtzgpudw']","['twm', 'blindriver', 'scripture', 'church', 'youthcenter', 'thewell', 'thewellministries', 'quote', 'charity', 'socialwork', 'httpstcozhtzgpudw']","['twm', 'blindriv', 'scriptur', 'church', 'youthcent', 'thewel', 'thewellministri', 'quot', 'chariti', 'socialwork', 'httpstcozhtzgpudw']","['twm', 'blindriver', 'scripture', 'church', 'youthcenter', 'thewell', 'thewellministries', 'quote', 'charity', 'socialwork', 'httpstcozhtzgpudw']"
1273,"Community Living BC is #Hiring! Quality Service Analyst (Permanent) in #SalmonArm, BC https://t.co/3mazzyJZwB

cour� https://t.co/o9ed8DtsWl","Community Living BC is Hiring Quality Service Analyst Permanent in SalmonArm BC httpstcomazzyJZwB

cour� httpstcooedDtsWl","['community', 'living', 'bc', 'is', 'hiring', 'quality', 'service', 'analyst', 'permanent', 'in', 'salmonarm', 'bc', 'httpstcomazzyjzwb', 'cour', 'httpstcooeddtswl']","['community', 'living', 'bc', 'hiring', 'quality', 'service', 'analyst', 'permanent', 'salmonarm', 'bc', 'httpstcomazzyjzwb', 'cour', 'httpstcooeddtswl']","['commun', 'live', 'bc', 'hire', 'qualiti', 'servic', 'analyst', 'perman', 'salmonarm', 'bc', 'httpstcomazzyjzwb', 'cour', 'httpstcooeddtswl']","['community', 'living', 'bc', 'hiring', 'quality', 'service', 'analyst', 'permanent', 'salmonarm', 'bc', 'httpstcomazzyjzwb', 'cour', 'httpstcooeddtswl']"
1274,Great minds discuss ideas on how to solve problems and change the world! #wednesdaywisdom #childwelfare #children� https://t.co/ilRVw22MQS,Great minds discuss ideas on how to solve problems and change the world wednesdaywisdom childwelfare children� httpstcoilRVwMQS,"['great', 'minds', 'discuss', 'ideas', 'on', 'how', 'to', 'solve', 'problems', 'and', 'change', 'the', 'world', 'wednesdaywisdom', 'childwelfare', 'children', 'httpstcoilrvwmqs']","['great', 'minds', 'discuss', 'ideas', 'solve', 'problems', 'change', 'world', 'wednesdaywisdom', 'childwelfare', 'children', 'httpstcoilrvwmqs']","['great', 'mind', 'discuss', 'idea', 'solv', 'problem', 'chang', 'world', 'wednesdaywisdom', 'childwelfar', 'children', 'httpstcoilrvwmq']","['great', 'mind', 'discus', 'idea', 'solve', 'problem', 'change', 'world', 'wednesdaywisdom', 'childwelfare', 'child', 'httpstcoilrvwmqs']"
1275,Happy World Physio Day to our physio colleagues @CoombeHospital from all of your #socialwork colleagues. https://t.co/rbxtciVCll,Happy World Physio Day to our physio colleagues CoombeHospital from all of your socialwork colleagues httpstcorbxtciVCll,"['happy', 'world', 'physio', 'day', 'to', 'our', 'physio', 'colleagues', 'coombehospital', 'from', 'all', 'of', 'your', 'socialwork', 'colleagues', 'httpstcorbxtcivcll']","['happy', 'world', 'physio', 'day', 'physio', 'colleagues', 'coombehospital', 'socialwork', 'colleagues', 'httpstcorbxtcivcll']","['happi', 'world', 'physio', 'day', 'physio', 'colleagu', 'coombehospit', 'socialwork', 'colleagu', 'httpstcorbxtcivcl']","['happy', 'world', 'physio', 'day', 'physio', 'colleague', 'coombehospital', 'socialwork', 'colleague', 'httpstcorbxtcivcll']"
1276,RT @uofsccosw: It's #NationalSuicidePreventionMonth Help others open up about their #mentalhealth. Join @afspnational  on 9/10 for a FB Liv�,RT uofsccosw Its NationalSuicidePreventionMonth Help others open up about their mentalhealth Join afspnational  on  for a FB Liv�,"['rt', 'uofsccosw', 'its', 'nationalsuicidepreventionmonth', 'help', 'others', 'open', 'up', 'about', 'their', 'mentalhealth', 'join', 'afspnational', 'on', 'for', 'a', 'fb', 'liv', '']","['rt', 'uofsccosw', 'nationalsuicidepreventionmonth', 'help', 'others', 'open', 'mentalhealth', 'join', 'afspnational', 'fb', 'liv', '']","['rt', 'uofsccosw', 'nationalsuicidepreventionmonth', 'help', 'other', 'open', 'mentalhealth', 'join', 'afspnat', 'fb', 'liv', '']","['rt', 'uofsccosw', 'nationalsuicidepreventionmonth', 'help', 'others', 'open', 'mentalhealth', 'join', 'afspnational', 'fb', 'liv', '']"
1277,Join this chat on Friday at 2pm to see NASW-NC member Dr. Alice Kay Locklear take part in this conversation!� https://t.co/orULqaxu0R,Join this chat on Friday at pm to see NASWNC member Dr Alice Kay Locklear take part in this conversation� httpstcoorULqaxuR,"['join', 'this', 'chat', 'on', 'friday', 'at', 'pm', 'to', 'see', 'naswnc', 'member', 'dr', 'alice', 'kay', 'locklear', 'take', 'part', 'in', 'this', 'conversation', 'httpstcoorulqaxur']","['join', 'chat', 'friday', 'pm', 'see', 'naswnc', 'member', 'dr', 'alice', 'kay', 'locklear', 'take', 'part', 'conversation', 'httpstcoorulqaxur']","['join', 'chat', 'friday', 'pm', 'see', 'naswnc', 'member', 'dr', 'alic', 'kay', 'locklear', 'take', 'part', 'convers', 'httpstcoorulqaxur']","['join', 'chat', 'friday', 'pm', 'see', 'naswnc', 'member', 'dr', 'alice', 'kay', 'locklear', 'take', 'part', 'conversation', 'httpstcoorulqaxur']"
1278,#TNTJ #CoronavirusOutbreak #coronavirus  #coronavirusindia #CoronavirusPandemic #covid  #Covid19India #COVID19� https://t.co/niZZqogckN,TNTJ CoronavirusOutbreak coronavirus  coronavirusindia CoronavirusPandemic covid  CovidIndia COVID� httpstconiZZqogckN,"['tntj', 'coronavirusoutbreak', 'coronavirus', 'coronavirusindia', 'coronaviruspandemic', 'covid', 'covidindia', 'covid', 'httpstconizzqogckn']","['tntj', 'coronavirusoutbreak', 'coronavirus', 'coronavirusindia', 'coronaviruspandemic', 'covid', 'covidindia', 'covid', 'httpstconizzqogckn']","['tntj', 'coronavirusoutbreak', 'coronaviru', 'coronavirusindia', 'coronaviruspandem', 'covid', 'covidindia', 'covid', 'httpstconizzqogckn']","['tntj', 'coronavirusoutbreak', 'coronavirus', 'coronavirusindia', 'coronaviruspandemic', 'covid', 'covidindia', 'covid', 'httpstconizzqogckn']"
1279,1 Free CE webinar: Social Workers and #Money: We Need to Talk About It - tomorrow September 9th @ 2PM  #webinar� https://t.co/nF5Fleytwz, Free CE webinar Social Workers and Money We Need to Talk About It  tomorrow September th  PM  webinar� httpstconFFleytwz,"['', 'free', 'ce', 'webinar', 'social', 'workers', 'and', 'money', 'we', 'need', 'to', 'talk', 'about', 'it', 'tomorrow', 'september', 'th', 'pm', 'webinar', 'httpstconffleytwz']","['', 'free', 'ce', 'webinar', 'social', 'workers', 'money', 'need', 'talk', 'tomorrow', 'september', 'th', 'pm', 'webinar', 'httpstconffleytwz']","['', 'free', 'ce', 'webinar', 'social', 'worker', 'money', 'need', 'talk', 'tomorrow', 'septemb', 'th', 'pm', 'webinar', 'httpstconffleytwz']","['', 'free', 'ce', 'webinar', 'social', 'worker', 'money', 'need', 'talk', 'tomorrow', 'september', 'th', 'pm', 'webinar', 'httpstconffleytwz']"
1280,"Hiring Alert! Looking for a School Settlement Worker (speaking Farsi, Dari or Pashto) to assist newcomer youth &amp; fa� https://t.co/afJY5cbsDi",Hiring Alert Looking for a School Settlement Worker speaking Farsi Dari or Pashto to assist newcomer youth amp fa� httpstcoafJYcbsDi,"['hiring', 'alert', 'looking', 'for', 'a', 'school', 'settlement', 'worker', 'speaking', 'farsi', 'dari', 'or', 'pashto', 'to', 'assist', 'newcomer', 'youth', 'amp', 'fa', 'httpstcoafjycbsdi']","['hiring', 'alert', 'looking', 'school', 'settlement', 'worker', 'speaking', 'farsi', 'dari', 'pashto', 'assist', 'newcomer', 'youth', 'amp', 'fa', 'httpstcoafjycbsdi']","['hire', 'alert', 'look', 'school', 'settlement', 'worker', 'speak', 'farsi', 'dari', 'pashto', 'assist', 'newcom', 'youth', 'amp', 'fa', 'httpstcoafjycbsdi']","['hiring', 'alert', 'looking', 'school', 'settlement', 'worker', 'speaking', 'farsi', 'dari', 'pashto', 'assist', 'newcomer', 'youth', 'amp', 'fa', 'httpstcoafjycbsdi']"
1281,#youth #bjp #change #proud #congratulations  #uttarakhandelection  #humanity #social #socialwork #workforpeople� https://t.co/Le6fbsyouM,youth bjp change proud congratulations  uttarakhandelection  humanity social socialwork workforpeople� httpstcoLefbsyouM,"['youth', 'bjp', 'change', 'proud', 'congratulations', 'uttarakhandelection', 'humanity', 'social', 'socialwork', 'workforpeople', 'httpstcolefbsyoum']","['youth', 'bjp', 'change', 'proud', 'congratulations', 'uttarakhandelection', 'humanity', 'social', 'socialwork', 'workforpeople', 'httpstcolefbsyoum']","['youth', 'bjp', 'chang', 'proud', 'congratul', 'uttarakhandelect', 'human', 'social', 'socialwork', 'workforpeopl', 'httpstcolefbsyoum']","['youth', 'bjp', 'change', 'proud', 'congratulation', 'uttarakhandelection', 'humanity', 'social', 'socialwork', 'workforpeople', 'httpstcolefbsyoum']"
1282,"RT @weirhopper: Please take 20mins to listen to @AFrazerWicks discuss her experiences of child protection, adoption, and positive relations�",RT weirhopper Please take mins to listen to AFrazerWicks discuss her experiences of child protection adoption and positive relations�,"['rt', 'weirhopper', 'please', 'take', 'mins', 'to', 'listen', 'to', 'afrazerwicks', 'discuss', 'her', 'experiences', 'of', 'child', 'protection', 'adoption', 'and', 'positive', 'relations', '']","['rt', 'weirhopper', 'please', 'take', 'mins', 'listen', 'afrazerwicks', 'discuss', 'experiences', 'child', 'protection', 'adoption', 'positive', 'relations', '']","['rt', 'weirhopp', 'pleas', 'take', 'min', 'listen', 'afrazerwick', 'discuss', 'experi', 'child', 'protect', 'adopt', 'posit', 'relat', '']","['rt', 'weirhopper', 'please', 'take', 'min', 'listen', 'afrazerwicks', 'discus', 'experience', 'child', 'protection', 'adoption', 'positive', 'relation', '']"
1283,"RT @SocialIndex2: � We, as humans, have actually developed a sense of social responsibility. We have gone beyond our basic instincts. �
Do�","RT SocialIndex � We as humans have actually developed a sense of social responsibility We have gone beyond our basic instincts �
Do�","['rt', 'socialindex', 'we', 'as', 'humans', 'have', 'actually', 'developed', 'a', 'sense', 'of', 'social', 'responsibility', 'we', 'have', 'gone', 'beyond', 'our', 'basic', 'instincts', 'do', '']","['rt', 'socialindex', 'humans', 'actually', 'developed', 'sense', 'social', 'responsibility', 'gone', 'beyond', 'basic', 'instincts', '']","['rt', 'socialindex', 'human', 'actual', 'develop', 'sens', 'social', 'respons', 'gone', 'beyond', 'basic', 'instinct', '']","['rt', 'socialindex', 'human', 'actually', 'developed', 'sense', 'social', 'responsibility', 'gone', 'beyond', 'basic', 'instinct', '']"
1284,"Fun facts: 2004 - 1st use of the word ""Podcast."" 2007 - 1st #socialwork #podcast. 2008 - 1st editorial mentioning s� https://t.co/grKM5YKtJH",Fun facts   st use of the word Podcast   st socialwork podcast   st editorial mentioning s� httpstcogrKMYKtJH,"['fun', 'facts', 'st', 'use', 'of', 'the', 'word', 'podcast', 'st', 'socialwork', 'podcast', 'st', 'editorial', 'mentioning', 's', 'httpstcogrkmyktjh']","['fun', 'facts', 'st', 'use', 'word', 'podcast', 'st', 'socialwork', 'podcast', 'st', 'editorial', 'mentioning', 'httpstcogrkmyktjh']","['fun', 'fact', 'st', 'use', 'word', 'podcast', 'st', 'socialwork', 'podcast', 'st', 'editori', 'mention', 'httpstcogrkmyktjh']","['fun', 'fact', 'st', 'use', 'word', 'podcast', 'st', 'socialwork', 'podcast', 'st', 'editorial', 'mentioning', 'httpstcogrkmyktjh']"
1285,How nice to have a 45 minute drive in the sunshine today on the way to see a family I'm going to be working with. D� https://t.co/vM1QR1G4uf,How nice to have a  minute drive in the sunshine today on the way to see a family Im going to be working with D� httpstcovMQRGuf,"['how', 'nice', 'to', 'have', 'a', 'minute', 'drive', 'in', 'the', 'sunshine', 'today', 'on', 'the', 'way', 'to', 'see', 'a', 'family', 'im', 'going', 'to', 'be', 'working', 'with', 'd', 'httpstcovmqrguf']","['nice', 'minute', 'drive', 'sunshine', 'today', 'way', 'see', 'family', 'im', 'going', 'working', 'httpstcovmqrguf']","['nice', 'minut', 'drive', 'sunshin', 'today', 'way', 'see', 'famili', 'im', 'go', 'work', 'httpstcovmqrguf']","['nice', 'minute', 'drive', 'sunshine', 'today', 'way', 'see', 'family', 'im', 'going', 'working', 'httpstcovmqrguf']"
1286,"RT @SocialIndex2: � We, as humans, have actually developed a sense of social responsibility. We have gone beyond our basic instincts. �
Do�","RT SocialIndex � We as humans have actually developed a sense of social responsibility We have gone beyond our basic instincts �
Do�","['rt', 'socialindex', 'we', 'as', 'humans', 'have', 'actually', 'developed', 'a', 'sense', 'of', 'social', 'responsibility', 'we', 'have', 'gone', 'beyond', 'our', 'basic', 'instincts', 'do', '']","['rt', 'socialindex', 'humans', 'actually', 'developed', 'sense', 'social', 'responsibility', 'gone', 'beyond', 'basic', 'instincts', '']","['rt', 'socialindex', 'human', 'actual', 'develop', 'sens', 'social', 'respons', 'gone', 'beyond', 'basic', 'instinct', '']","['rt', 'socialindex', 'human', 'actually', 'developed', 'sense', 'social', 'responsibility', 'gone', 'beyond', 'basic', 'instinct', '']"
1287,RT @UpaliNanda: And thus we kick off the 2021 cohort of #healthBYdesign . Students from <U+2066>#architecture #design #urbanplanning #anthropology�,RT UpaliNanda And thus we kick off the  cohort of healthBYdesign  Students from Uarchitecture design urbanplanning anthropology�,"['rt', 'upalinanda', 'and', 'thus', 'we', 'kick', 'off', 'the', 'cohort', 'of', 'healthbydesign', 'students', 'from', 'uarchitecture', 'design', 'urbanplanning', 'anthropology', '']","['rt', 'upalinanda', 'thus', 'kick', 'cohort', 'healthbydesign', 'students', 'uarchitecture', 'design', 'urbanplanning', 'anthropology', '']","['rt', 'upalinanda', 'thu', 'kick', 'cohort', 'healthbydesign', 'student', 'uarchitectur', 'design', 'urbanplan', 'anthropolog', '']","['rt', 'upalinanda', 'thus', 'kick', 'cohort', 'healthbydesign', 'student', 'uarchitecture', 'design', 'urbanplanning', 'anthropology', '']"
1288,It's #NationalSuicidePreventionMonth Help others open up about their #mentalhealth. Join @afspnational  on 9/10 for� https://t.co/n29QpWLp3V,Its NationalSuicidePreventionMonth Help others open up about their mentalhealth Join afspnational  on  for� httpstconQpWLpV,"['its', 'nationalsuicidepreventionmonth', 'help', 'others', 'open', 'up', 'about', 'their', 'mentalhealth', 'join', 'afspnational', 'on', 'for', 'httpstconqpwlpv']","['nationalsuicidepreventionmonth', 'help', 'others', 'open', 'mentalhealth', 'join', 'afspnational', 'httpstconqpwlpv']","['nationalsuicidepreventionmonth', 'help', 'other', 'open', 'mentalhealth', 'join', 'afspnat', 'httpstconqpwlpv']","['nationalsuicidepreventionmonth', 'help', 'others', 'open', 'mentalhealth', 'join', 'afspnational', 'httpstconqpwlpv']"
1289,"RT @J_B_trust: CHECK OUT the Sparrow house installation event conducted by  Jaago Bharat and Usha Kiran Ngo in sector 137 Noida.
#sparrowho�","RT JBtrust CHECK OUT the Sparrow house installation event conducted by  Jaago Bharat and Usha Kiran Ngo in sector  Noida
sparrowho�","['rt', 'jbtrust', 'check', 'out', 'the', 'sparrow', 'house', 'installation', 'event', 'conducted', 'by', 'jaago', 'bharat', 'and', 'usha', 'kiran', 'ngo', 'in', 'sector', 'noida', 'sparrowho', '']","['rt', 'jbtrust', 'check', 'sparrow', 'house', 'installation', 'event', 'conducted', 'jaago', 'bharat', 'usha', 'kiran', 'ngo', 'sector', 'noida', 'sparrowho', '']","['rt', 'jbtrust', 'check', 'sparrow', 'hous', 'instal', 'event', 'conduct', 'jaago', 'bharat', 'usha', 'kiran', 'ngo', 'sector', 'noida', 'sparrowho', '']","['rt', 'jbtrust', 'check', 'sparrow', 'house', 'installation', 'event', 'conducted', 'jaago', 'bharat', 'usha', 'kiran', 'ngo', 'sector', 'noida', 'sparrowho', '']"
1290,Parents are being overwhelmed by the COVID-19 pandemic. This @CTACNY training for care providers describes ways to� https://t.co/zktukpDNgc,Parents are being overwhelmed by the COVID pandemic This CTACNY training for care providers describes ways to� httpstcozktukpDNgc,"['parents', 'are', 'being', 'overwhelmed', 'by', 'the', 'covid', 'pandemic', 'this', 'ctacny', 'training', 'for', 'care', 'providers', 'describes', 'ways', 'to', 'httpstcozktukpdngc']","['parents', 'overwhelmed', 'covid', 'pandemic', 'ctacny', 'training', 'care', 'providers', 'describes', 'ways', 'httpstcozktukpdngc']","['parent', 'overwhelm', 'covid', 'pandem', 'ctacni', 'train', 'care', 'provid', 'describ', 'way', 'httpstcozktukpdngc']","['parent', 'overwhelmed', 'covid', 'pandemic', 'ctacny', 'training', 'care', 'provider', 'describes', 'way', 'httpstcozktukpdngc']"
1291,"RT @_NayanatharaJ: <U+0D9A><U+0DDC><U+0DC0><U+0DD2><U+0DA9><U+0DCA>19 <U+0DC0><U+0DC3><U+0D82><U+0D9C><U+0DAD> <U+0DC3><U+0DB8><U+0DBA><U+0DDA> <U+0D94><U+0DB6> <U+0DAD><U+0DD4><U+0DC5> <U+0D85><U+0DA9><U+0DAB><U+0DCA><U+0DA9> <U+0DB8><U+0DCF><U+0DB1><U+0DC3><U+0DD2><U+0D9A> <U+0DC3><U+0DD4><U+0DC0><U+0DAD><U+0DCF><U+0DC0> <U+0DBB><U+0DB3><U+0DC0><U+0DCF> <U+0D9C><U+0DB1><U+0DCA><U+0DB1><U+0DDA> <U+0D9A><U+0DD9><U+0DC3><U+0DDA><U+0DAF>?
(<U+0DAD><U+0DD9><U+0DAF><U+0DD2><U+0DB1> <U+0DB8><U+0DCF><U+0DBB><U+0DCA><U+0D9C><U+0D9C><U+0DAD> <U+0DC0><U+0DD0><U+0DA9><U+0DC3><U+0DA7><U+0DC4><U+0DB1>)

<U+0DBD><U+0DD2><U+0DBA><U+0DCF><U+0DB4><U+0DAF><U+0DD2><U+0D82><U+0DA0><U+0DD2> <U+0DC0><U+0DD3><U+0DB8> <U+0DC3><U+0DB3><U+0DC4><U+0DCF> : https://�","RT NayanatharaJ UDAUDDCUDCUDDUDAUDCA UDCUDCUDUDCUDAD UDCUDBUDBAUDDA UDUDB UDADUDDUDC UDUDAUDABUDCAUDA UDBUDCFUDBUDCUDDUDA UDCUDDUDCUDADUDCFUDC UDBBUDBUDCUDCF UDCUDBUDCAUDBUDDA UDAUDDUDCUDDAUDAF
UDADUDDUDAFUDDUDB UDBUDCFUDBBUDCAUDCUDCUDAD UDCUDDUDAUDCUDAUDCUDB

UDBDUDDUDBAUDCFUDBUDAFUDDUDUDAUDD UDCUDDUDB UDCUDBUDCUDCF  https�","['rt', 'nayanatharaj', 'udauddcudcuddudaudca', 'udcudcududcudad', 'udcudbudbaudda', 'ududb', 'udaduddudc', 'ududaudabudcauda', 'udbudcfudbudcudduda', 'udcuddudcudadudcfudc', 'udbbudbudcudcf', 'udcudbudcaudbudda', 'udauddudcuddaudaf', 'udaduddudafuddudb', 'udbudcfudbbudcaudcudcudad', 'udcuddudaudcudaudcudb', 'udbduddudbaudcfudbudafuddududaudd', 'udcuddudb', 'udcudbudcudcf', 'https', '']","['rt', 'nayanatharaj', 'udauddcudcuddudaudca', 'udcudcududcudad', 'udcudbudbaudda', 'ududb', 'udaduddudc', 'ududaudabudcauda', 'udbudcfudbudcudduda', 'udcuddudcudadudcfudc', 'udbbudbudcudcf', 'udcudbudcaudbudda', 'udauddudcuddaudaf', 'udaduddudafuddudb', 'udbudcfudbbudcaudcudcudad', 'udcuddudaudcudaudcudb', 'udbduddudbaudcfudbudafuddududaudd', 'udcuddudb', 'udcudbudcudcf', 'https', '']","['rt', 'nayanatharaj', 'udauddcudcuddudaudca', 'udcudcududcudad', 'udcudbudbaudda', 'ududb', 'udaduddudc', 'ududaudabudcauda', 'udbudcfudbudcudduda', 'udcuddudcudadudcfudc', 'udbbudbudcudcf', 'udcudbudcaudbudda', 'udauddudcuddaudaf', 'udaduddudafuddudb', 'udbudcfudbbudcaudcudcudad', 'udcuddudaudcudaudcudb', 'udbduddudbaudcfudbudafuddududaudd', 'udcuddudb', 'udcudbudcudcf', 'http', '']","['rt', 'nayanatharaj', 'udauddcudcuddudaudca', 'udcudcududcudad', 'udcudbudbaudda', 'ududb', 'udaduddudc', 'ududaudabudcauda', 'udbudcfudbudcudduda', 'udcuddudcudadudcfudc', 'udbbudbudcudcf', 'udcudbudcaudbudda', 'udauddudcuddaudaf', 'udaduddudafuddudb', 'udbudcfudbbudcaudcudcudad', 'udcuddudaudcudaudcudb', 'udbduddudbaudcfudbudafuddududaudd', 'udcuddudb', 'udcudbudcudcf', 'http', '']"
1292,This article <U+2066>@IrishTimes<U+2069> troubled me. The 4 yr old boy would prefer not to visit. This information is ignored by� https://t.co/PCdAPDyr9i,This article UIrishTimesU troubled me The  yr old boy would prefer not to visit This information is ignored by� httpstcoPCdAPDyri,"['this', 'article', 'uirishtimesu', 'troubled', 'me', 'the', 'yr', 'old', 'boy', 'would', 'prefer', 'not', 'to', 'visit', 'this', 'information', 'is', 'ignored', 'by', 'httpstcopcdapdyri']","['article', 'uirishtimesu', 'troubled', 'yr', 'old', 'boy', 'would', 'prefer', 'visit', 'information', 'ignored', 'httpstcopcdapdyri']","['articl', 'uirishtimesu', 'troubl', 'yr', 'old', 'boy', 'would', 'prefer', 'visit', 'inform', 'ignor', 'httpstcopcdapdyri']","['article', 'uirishtimesu', 'troubled', 'yr', 'old', 'boy', 'would', 'prefer', 'visit', 'information', 'ignored', 'httpstcopcdapdyri']"
